Подкатегория;Наименование;Характеристики ;;;;;;;;;;;;;;;;;;;;;;Размер памятника в комплекте;;;Цена;Цена фацета
;;Материал;Цвет;Полировка;Высота;Вес;Объём;Размер;Срок изготовления;Размер фракции;Единица измерения;Форма;Высота пролёта;Высота столба;Обивка;Закрутки;Ручки несущие;Лакировка;Форма;Фурнитура;Ручная резьба;Отделка;Крышка;Стелла (в/ш/т);Тумба (в/ш/т);Цветник (в/ш/т);;
tables;Лавочка деревянная;ноги - металл,  сидение - дерево;;;;;;;;;;;;;;;;;;;;;;;;;2200;
tables;Столик железный;металл;;;;;;;;;;;;;;;;;;;;;;;;;2200;
tables;Комплект металлические;металл;;;;;;;;;;;;;;;;;;;;;;;;;3900;
vase;Ваза Дуэт;пластик;темный;;250 мм;;;;;;;;;;;;;;;;;;;;;;700;
vase;Ваза квадро;пластик;гранит, матовый-прозрачный;;250 мм;;;;;;;;;;;;;;;;;;;;;;600;
vase;Ваза 1 h200;гранит;черный, красный, зеленный, голубой, светло-серый;;20 см;;;;;;;;;;;;;;;;;;;;;;2600;
vase;Ваза 2 h200;гранит;черный, красный, зеленный, голубой, светло-серый;;20 см;;;;;;;;;;;;;;;;;;;;;;2600;
vase;Ваза 3 h200;гранит;черный, красный, зеленный, голубой, светло-серый;;20 см;;;;;;;;;;;;;;;;;;;;;;2600;
vase;Ваза 4 h200;гранит;черный, красный, зеленный, голубой, светло-серый;;20 см;;;;;;;;;;;;;;;;;;;;;;2600;
vase;Ваза 5 h200;гранит;черный, красный, зеленный, голубой, светло-серый;;20 см;;;;;;;;;;;;;;;;;;;;;;2300;
vase;Ваза 8 h200;гранит;черный, красный, зеленный, голубой, светло-серый;;20 см;;;;;;;;;;;;;;;;;;;;;;2600;
vase;Ваза 1 h250;гранит;черный, красный, зеленный, голубой, светло-серый;;25 см;;;;;;;;;;;;;;;;;;;;;;3200;
vase;Ваза 2 h250;гранит;черный, красный, зеленный, голубой, светло-серый;;25 см;;;;;;;;;;;;;;;;;;;;;;3200;
vase;Ваза 3 h250;гранит;черный, красный, зеленный, голубой, светло-серый;;25 см;;;;;;;;;;;;;;;;;;;;;;3200;
vase;Ваза 4 h250;гранит;черный, красный, зеленный, голубой, светло-серый;;25 см;;;;;;;;;;;;;;;;;;;;;;3200;
vase;Ваза 5 h250;гранит;черный, красный, зеленный, голубой, светло-серый;;25 см;;;;;;;;;;;;;;;;;;;;;;2900;
vase;Ваза 8 h250;гранит;черный, красный, зеленный, голубой, светло-серый;;25 см;;;;;;;;;;;;;;;;;;;;;;3200;
vase;Ваза 9 h250;гранит;черный, красный, зеленный, голубой, светло-серый;;25 см;;;;;;;;;;;;;;;;;;;;;;4600;
vase;Ваза 10 h250;гранит;черный, красный, зеленный, голубой, светло-серый;;25 см;;;;;;;;;;;;;;;;;;;;;;4600;
vase;Ваза 1 h300;гранит;черный, красный, зеленный, голубой, светло-серый;;30 см;;;;;;;;;;;;;;;;;;;;;;4100;
vase;Ваза 2 h300;гранит;черный, красный, зеленный, голубой, светло-серый;;30 см;;;;;;;;;;;;;;;;;;;;;;4100;
vase;Ваза 3 h300;гранит;черный, красный, зеленный, голубой, светло-серый;;30 см;;;;;;;;;;;;;;;;;;;;;;4100;
vase;Ваза 4 h300;гранит;черный, красный, зеленный, голубой, светло-серый;;30 см;;;;;;;;;;;;;;;;;;;;;;4100;
vase;Ваза 5 h300;гранит;черный, красный, зеленный, голубой, светло-серый;;30 см;;;;;;;;;;;;;;;;;;;;;;4200;
vase;Ваза 8 h300;гранит;черный, красный, зеленный, голубой, светло-серый;;30 см;;;;;;;;;;;;;;;;;;;;;;4100;
vase;Ваза 9 h300;гранит;черный, красный, зеленный, голубой, светло-серый;;30 см;;;;;;;;;;;;;;;;;;;;;;5200;
vase;Ваза 10 h300;гранит;черный, красный, зеленный, голубой, светло-серый;;30 см;;;;;;;;;;;;;;;;;;;;;;5200;
vase;Ваза 1 h400;гранит;черный, красный, зеленный, голубой, светло-серый;;40 см;;;;;;;;;;;;;;;;;;;;;;7400;
vase;Ваза 2 h400;гранит;черный, красный, зеленный, голубой, светло-серый;;40 см;;;;;;;;;;;;;;;;;;;;;;7400;
vase;Ваза 3 h400;гранит;черный, красный, зеленный, голубой, светло-серый;;40 см;;;;;;;;;;;;;;;;;;;;;;7400;
vase;Ваза 4 h400;гранит;черный, красный, зеленный, голубой, светло-серый;;40 см;;;;;;;;;;;;;;;;;;;;;;7400;
vase;Ваза 5 h400;гранит;черный, красный, зеленный, голубой, светло-серый;;40 см;;;;;;;;;;;;;;;;;;;;;;8900;
vase;Ваза 8 h400;гранит;черный, красный, зеленный, голубой, светло-серый;;40 см;;;;;;;;;;;;;;;;;;;;;;7400;
vase;Ваза 9 h400;гранит;черный, красный, зеленный, голубой, светло-серый;;40 см;;;;;;;;;;;;;;;;;;;;;;9000;
vase;Ваза 10 h400;гранит;черный, красный, зеленный, голубой, светло-серый;;40 см;;;;;;;;;;;;;;;;;;;;;;9000;
vase;Ваза 1 h500;гранит;черный, красный, зеленный, голубой, светло-серый;;50 см;;;;;;;;;;;;;;;;;;;;;;13500;
vase;Ваза 2 h500;гранит;черный, красный, зеленный, голубой, светло-серый;;50 см;;;;;;;;;;;;;;;;;;;;;;13500;
vase;Ваза 3 h500;гранит;черный, красный, зеленный, голубой, светло-серый;;50 см;;;;;;;;;;;;;;;;;;;;;;13500;
vase;Ваза 4 h500;гранит;черный, красный, зеленный, голубой, светло-серый;;50 см;;;;;;;;;;;;;;;;;;;;;;13500;
vase;Ваза 8 h500;гранит;черный, красный, зеленный, голубой, светло-серый;;50 см;;;;;;;;;;;;;;;;;;;;;;13500;
vase;Ваза 9 h500;гранит;черный, красный, зеленный, голубой, светло-серый;;50 см;;;;;;;;;;;;;;;;;;;;;;15500;
vase;Ваза 10 h500;гранит;черный, красный, зеленный, голубой, светло-серый;;50 см;;;;;;;;;;;;;;;;;;;;;;15500;
vase;Ваза 1 h600;гранит;черный, красный, зеленный, голубой, светло-серый;;60 см;;;;;;;;;;;;;;;;;;;;;;16300;
vase;Ваза 2 h600;гранит;черный, красный, зеленный, голубой, светло-серый;;60 см;;;;;;;;;;;;;;;;;;;;;;16300;
vase;Ваза 3 h600;гранит;черный, красный, зеленный, голубой, светло-серый;;60 см;;;;;;;;;;;;;;;;;;;;;;16300;
vase;Ваза 4 h600;гранит;черный, красный, зеленный, голубой, светло-серый;;60 см;;;;;;;;;;;;;;;;;;;;;;16300;
vase;Ваза 8 h600;гранит;черный, красный, зеленный, голубой, светло-серый;;60 см;;;;;;;;;;;;;;;;;;;;;;16300;
vase;Полу-ваза мрамор;мрамор;белый, бледно-розовый, кремовый, серый, розово-оранжевый, ярко-розовый;;20 см;;;;;;;;;;;;;;;;;;;;;;1600;
vase;Полу-ваза гранит 200;гранит;черный, красный, зеленный, голубой, светло-серый, коричневый;;20 см;;;;;;;;;;;;;;;;;;;;;;1600;
vase;Полу-ваза гранит 300;гранит;черный, красный, зеленный, голубой, светло-серый, коричневый;;20 см;;;;;;;;;;;;;;;;;;;;;;1600;
vase;Полу-ваза гранит 400;гранит;черный, красный, зеленный, голубой, светло-серый, коричневый;;20 см;;;;;;;;;;;;;;;;;;;;;;1600;
vase;Лампада 1;гранит и литьё;красный;;30 см;;;;;;;;;;;;;;;;;;;;;;7700;
vase;Лампада 2;гранит и литьё;черный;;30 см;;;;;;;;;;;;;;;;;;;;;;7700;
vase;Лампада 3;гранит и литьё;черный;;30 см;;;;;;;;;;;;;;;;;;;;;;7700;
vase;Лампада 4;гранит и литьё;светлый;;30 см;;;;;;;;;;;;;;;;;;;;;;6600;
vase;Лампада 5;гранит и литьё;черный;;30 см;;;;;;;;;;;;;;;;;;;;;;6600;
vase;Лампада 6;гранит ;черный;;30 см;;;;;;;;;;;;;;;;;;;;;;5600;
vase;Лампада 7;гранит ;красный;;30 см;;;;;;;;;;;;;;;;;;;;;;7700;
vase;Лампада 8;гранит и литьё;черный;;30 см;;;;;;;;;;;;;;;;;;;;;;5600;
vase;Лампада 9;гранит и литьё;черный;;30 см;;;;;;;;;;;;;;;;;;;;;;5600;
vase;Лампада 10;гранит и литьё;красный;;30 см;;;;;;;;;;;;;;;;;;;;;;7700;
vase;Лампада 11;гранит и литьё;черный;;30 см;;;;;;;;;;;;;;;;;;;;;;7700;
vase;Лампада стекло;стекло, металл, парафин;красный;;30 см;;;;;;;;;;;;;;;;;;;;;;150;
macadam;Гранитный щебень ;гранит;серо-голубой;;;;;;;10-20 мм;м²;;;;;;;;;;;;;;;;570;
macadam;Мраморный щебень ;мрамор;белый;;;;;;;10-20 мм;м²;;;;;;;;;;;;;;;;930;
macadam;Керамзитный щебень ;керамзит;красно-коричневый;;;;;;;5-10 мм;м²;;;;;;;;;;;;;;;;930;
macadam;Ведро мраморной крошки;мраморная крошка;белый;;;20 кг;;;;;;;;;;;;;;;;;;;;;550;
macadam;Мешок мраморной крошки;мраморная крошка;белый;;;36 кг;;;;;;;;;;;;;;;;;;;;;750;
platform;Греция ;бетон;серый;;;200 кг;;78 × 152 × 9 см;;;;;;;;;;;;;;;;;;;3200;
platform;Миниракушка;бетон;серый;;;90 кг;;80 × 150 × 5 см;;;;;;;;;;;;;;;;;;;1700;
platform;Подиум ;бетон;серый;;;200 кг;;78 × 152 × 9 см;;;;;;;;;;;;;;;;;;;2900;
platform;Ракушка;бетон;серый;;;180 кг;;143 × 190 × 5 см;;;;;;;;;;;;;;;;;;;8500;
monument;Ленточный фундамент Уклон;;;;;;;;;;;;;;;;;;;;;;;;;;37500;
monument;Фундамент Стандарт;;;;;;;;;;;;;;;;;;;;;;;;;;51600;
monument;Фундамент Торцевой;;;;;;;;;;;;;;;;;;;;;;;;;;58900;
monument;Брусчатка с ковкой;;;;;;;;;;;;;;;;;;;;;;;;;;69100;
monument;Фундамент семейный;;;;;;;;;;;;;;;;;;;;;;;;;;81500;
monument;Ленточный фундамент Браун;;;;;;;;;;;;;;;;;;;;;;;;;;87700;
monument;Монолит Крест Беж;;;;;;;;;;;;;;;;;;;;;;;;;;125500;
monument;Ленточный фундамент Птица;;;;;;;;;;;;;;;;;;;;;;;;;;133500;
monument;Ленточный фундамент Красный;;;;;;;;;;;;;;;;;;;;;;;;;;146700;
monument;Гранитный монумент Серый;;;;;;;;;;;;;;;;;;;;;;;;;;190000;
monument;Гранитный монумент Спасск;;;;;;;;;;;;;;;;;;;;;;;;;;190700;
monument;Ленточный фундамент Парусник;;;;;;;;;;;;;;;;;;;;;;;;;;200900;
monument;Гранитный монумент Беж;;;;;;;;;;;;;;;;;;;;;;;;;;240000;
monument;Ленточный фундамент Славянка;;;;;;;;;;;;;;;;;;;;;;;;;;247600;
monument;Монумент с глыбами;;;;;;;;;;;;;;;;;;;;;;;;;;265300;
monument;Ленточный фундамент Лётчик;;;;;;;;;;;;;;;;;;;;;;;;;;285200;
monument;Монумент Ангел;;;;;;;;;;;;;;;;;;;;;;;;;;286300;
monument;Монумент Звезда Героя;;;;;;;;;;;;;;;;;;;;;;;;;;330000;
monument;Монумент Борисовка;;;;;;;;;;;;;;;;;;;;;;;;;;336700;
monument;Гранитный монумент Волна;;;;;;;;;;;;;;;;;;;;;;;;;;452700;
monument;Гранитный монумент Покровка;;;;;;;;;;;;;;;;;;;;;;;;;;472000;
monument;Мемориал УВВАКУ;;;;;;;;;;;;;;;;;;;;;;;;;;536000;
monument;Гранитный монумент Бриллиант ;;;;;;;;;;;;;;;;;;;;;;;;;;588000;
monument;Гранитный монумент Штурман;;;;;;;;;;;;;;;;;;;;;;;;;;861000;
monument;Гранитный монумент Телевизор;;;;;;;;;;;;;;;;;;;;;;;;;;1130000;
monument;Гранитный монумент Крест;;;;;;;;;;;;;;;;;;;;;;;;;;1647000;
ceramics;Овал ;фарфор;;;;;;13 × 18 см;;;;Овал ;;;;;;;;;;;;;;;2900;1800
ceramics;Овал ;фарфор;;;;;;18 × 24 см;;;;Овал ;;;;;;;;;;;;;;;4500;2100
ceramics;Овал ;фарфор;;;;;;24 × 30 см;;;;Овал ;;;;;;;;;;;;;;;5500;2400
ceramics;Овал ;фарфор;;;;;;30 × 40 см;;;;Овал ;;;;;;;;;;;;;;;7500;2600
ceramics;Прямоугольник;фарфор;;;;;;13 × 18 см;;;;Прямоугольник;;;;;;;;;;;;;;;2900;1800
ceramics;Прямоугольник;фарфор;;;;;;18 × 24 см;;;;Прямоугольник;;;;;;;;;;;;;;;4500;2100
ceramics;Прямоугольник;фарфор;;;;;;24 × 30 см;;;;Прямоугольник;;;;;;;;;;;;;;;5500;2400
ceramics;Прямоугольник;фарфор;;;;;;30 × 40 см;;;;Прямоугольник;;;;;;;;;;;;;;;7500;2600
ceramics;Арка;фарфор;;;;;;13 × 18 см;;;;Арка;;;;;;;;;;;;;;;2900;1800
ceramics;Арка;фарфор;;;;;;18 × 24 см;;;;Арка;;;;;;;;;;;;;;;4500;2100
ceramics;Арка;фарфор;;;;;;24 × 30 см;;;;Арка;;;;;;;;;;;;;;;5500;2400
ceramics;Арка;фарфор;;;;;;30 × 40 см;;;;Арка;;;;;;;;;;;;;;;7500;2600
sculpture_marble;Дж 20;мрамор;белый;;140 см;300 кг;;;;;;;;;;;;;;;;;;120 × 95 × 15 см;;;119200;
sculpture_marble;Дж 41;мрамор;белый;;50 см;15 кг;;;;;;;;;;;;;;;;;;50 см;;;108100;
sculpture_marble;Дж 44;мрамор;белый;;30 см;15 кг;;;;;;;;;;;;;;;;;;30 × 30 × 50 см;;;110500;
sculpture_marble;Дж 46;мрамор;белый;;130 см;450 кг;;;;;;;;;;;;;;;;;;130 × 60 × 60 см;;;172500;
sculpture_marble;Дж 47;мрамор;белый;;110 см;300 кг;;;;;;;;;;;;;;;;;;110 × 85 × 45 см;;;200800;
sculpture_marble;Дж 48;мрамор;белый;;95 см;150 кг;;;;;;;;;;;;;;;;;;95 × 45 × 40 см;;;134500;
sculpture_marble;Дж 49;мрамор;белый;;130 см;1000 кг;;;;;;;;;;;;;;;;;;130 × 100 × 40 см;;;223100;
sculpture_granit;Дж 1;гранит;черный;;140 см;600 кг;;;;;;;;;;;;;;;;;;120 × 100 × 15 см;;;147600;
sculpture_granit;Дж 8;гранит;черный;;170 см;1000 кг;;;;;;;;;;;;;;;;;;150 × 100 × 20 см;;;180500;
sculpture_granit;Дж 10;гранит;черный;;130 см;400 кг;;;;;;;;;;;;;;;;;;120 × 120 × 15 см;;;111600;
sculpture_granit;Дж 12;гранит;черный;;140см;250кг;;;;;;;;;;;;;;;;;;120 × 70 × 15 см;;;106200;
sculpture_granit;Дж 17;гранит;черный;;130 см;1000 кг;;;;;;;;;;;;;;;;;;120 × 120 × 15 см;;;138700;
sculpture_granit;Дж 19;гранит;черный;;200 см;1000 кг;;;;;;;;;;;;;;;;;;170 × 80 × 40 см;;;428700;
sculpture_granit;Дж 21;гранит;черный;;140 см;400 кг;;;;;;;;;;;;;;;;;;120 × 65 × 15 см;;;109800;
sculpture_granit;Дж 50;гранит;черный;;130 см;350 кг;;;;;;;;;;;;;;;;;;130 × 90 × 8 см;;;68200;
sculpture_granit;Дж 52;гранит;черный;;140 см;350 кг;;;;;;;;;;;;;;;;;;120 × 90 × 8 см;;;67500;
sculpture_granit;Дж 71;гранит;черный;;94 см;170 кг;;;;;;;;;;;;;;;;;;90 × 80 × 8 см;;;59600;
sculpture_granit;Дж 73;гранит;черный;;105 см;350 кг;;;;;;;;;;;;;;;;;;90 × 100 × 15 см;;;228700;
sculpture_granit;Дж 77;гранит;черный;;190 см;700 кг;;;;;;;;;;;;;;;;;;170 × 70 × 10 см;;;111600;
sculpture_granit;Дж 106;гранит;черный;;160 см;650 кг;;;;;;;;;;;;;;;;;;150 × 80 × 10 см;;;137600;
sculpture_granit;Дж 112;гранит;черный;;170 см;490 кг;;;;;;;;;;;;;;;;;;150 × 70 × 10 см;;;137600;
sculpture_granit;Дж 122;гранит;черный;;140 см;450 кг;;;;;;;;;;;;;;;;;;120 × 80 × 8 см;;;76000;
sculpture_granit;Дж 125;гранит;черный;;190 см;1000 кг;;;;;;;;;;;;;;;;;;170 × 70 × 10 см;;;217600;
sculpture_granit;Дж 127;гранит;черный;;140 см;220 кг;;;;;;;;;;;;;;;;;;120 × 60 × 8 см;;;49800;
sculpture_granit;Дж 128;гранит;черный;;140 см;220 кг;;;;;;;;;;;;;;;;;;120 × 60 × 8 см;;;75800;
sculpture_granit;Дж 132;гранит;черный;;140 см;350 кг;;;;;;;;;;;;;;;;;;150 × 70 × 10 см;;;75400;
artificial;Голубь №1;искусственный мрамор;белый;;;1,5 кг;;20 см;;;;;;;;;;;;;;;;;;;2630;
artificial;Перо;искусственный мрамор;белый;;;0,3 кг;;26,5 см;;;;;;;;;;;;;;;;;;;1010;
artificial;Ангел с игрушкой;искусственный мрамор;белый;;;14,5 кг;;25 × 45 см;;;;;;;;;;;;;;;;;;;15680;
artificial;Дева Мария с Иисусом;искусственный мрамор;белый;;;2 кг;;25 см;;;;;;;;;;;;;;;;;;;3780;
artificial;Распятие №1;искусственный мрамор;белый;;;0,5 кг;;29,5 × 19,5 см;;;;;;;;;;;;;;;;;;;2070;
artificial;Ангел с зайцем маленький;искусственный мрамор;белый;;;1,5 кг;;17,5 см;;;;;;;;;;;;;;;;;;;2940;
artificial;Ваза;искусственный мрамор;белый;;;4,5 кг;;30 см;;;;;;;;;;;;;;;;;;;1960;
artificial;Розы №1;искусственный мрамор;белый;;;1 кг;;59 см;;;;;;;;;;;;;;;;;;;2940;
artificial;Розы на подставке;искусственный мрамор;белый;;;2 кг;;65 см;;;;;;;;;;;;;;;;;;;3500;
artificial;Ангел на шаре;искусственный мрамор;белый;;;11,5 кг;;45 см;;;;;;;;;;;;;;;;;;;14280;
artificial;Шар на ножке №1;искусственный мрамор;белый;;;3,2 кг;;14 × 17,5 см;;;;;;;;;;;;;;;;;;;1900;
artificial;Шар на ножке №2;искусственный мрамор;белый;;;1,3 кг;;10 × 13 см;;;;;;;;;;;;;;;;;;;1150;
artificial;Кронштейн №1;искусственный мрамор;белый;;;0,7 кг;;13,5 × 11 см;;;;;;;;;;;;;;;;;;;1650;
artificial;Кронштейн №2;искусственный мрамор;белый;;;1,5 кг;;20 × 8,5 см;;;;;;;;;;;;;;;;;;;2040;
artificial;Розы №2;искусственный мрамор;белый;;;1 кг;;41 см;;;;;;;;;;;;;;;;;;;2800;
artificial;Крест с розами №1;искусственный мрамор;белый;;;0,4 кг;;24 × 10 см;;;;;;;;;;;;;;;;;;;1150;
artificial;Розы №3;искусственный мрамор;белый;;;0,3 кг;;15 × 10,5 см;;;;;;;;;;;;;;;;;;;870;
artificial;Ангел маленький;искусственный мрамор;белый;;;1,4 кг;;19,5 см;;;;;;;;;;;;;;;;;;;2800;
artificial;Розы №4;искусственный мрамор;белый;;;1 кг;;50 см;;;;;;;;;;;;;;;;;;;2940;
artificial;Гвоздики;искусственный мрамор;белый;;;1;;40 см;;;;;;;;;;;;;;;;;;;2800;
artificial;Крест №2;искусственный мрамор;белый;;;0,2;;16 см;;;;;;;;;;;;;;;;;;;780;
artificial;Тюльпаны;искусственный мрамор;белый;;;1;;40 см;;;;;;;;;;;;;;;;;;;2660;
artificial;Свеча;искусственный мрамор;белый;;;0,2;;19,5 см;;;;;;;;;;;;;;;;;;;560;
artificial;Лилии;искусственный мрамор;белый;;;1;;41 см;;;;;;;;;;;;;;;;;;;2940;
artificial;Голубь №2;искусственный мрамор;белый;;;0,4;;22 × 19 см;;;;;;;;;;;;;;;;;;;1150;
artificial;Ангел 60см;искусственный мрамор;белый;;;19;;60 × 22 см;;;;;;;;;;;;;;;;;;;21000;
artificial;Ангел барельеф №1;искусственный мрамор;белый;;;13;;50 × 66 × 10 см;;;;;;;;;;;;;;;;;;;16800;
artificial;Крест №3;искусственный мрамор;белый;;;0,15;;16 см;;;;;;;;;;;;;;;;;;;670;
artificial;Крест №4;искусственный мрамор;белый;;;0,15;;16 см;;;;;;;;;;;;;;;;;;;670;
artificial;Крест №5;искусственный мрамор;белый;;;0,45;;25 см;;;;;;;;;;;;;;;;;;;1020;
artificial;Крест №6;искусственный мрамор;белый;;;0,45;;25 см;;;;;;;;;;;;;;;;;;;1020;
artificial;Распятие №2;искусственный мрамор;белый;;;0,2;;20 × 16 см;;;;;;;;;;;;;;;;;;;1090;
artificial;Распятие №3;искусственный мрамор;белый;;;2;;47 × 31 см;;;;;;;;;;;;;;;;;;;5430;
artificial;Дева в слезах барельеф;искусственный мрамор;белый;;;2,8;;30 × 23 см;;;;;;;;;;;;;;;;;;;5460;
artificial;Дева молящаяся барельеф №1;искусственный мрамор;белый;;;2,5;;30 × 20 см;;;;;;;;;;;;;;;;;;;5180;
artificial;Ангел барельеф №2;искусственный мрамор;белый;;;6;;59 × 26 × 5 см;;;;;;;;;;;;;;;;;;;10360;
artificial;Ангел на облаке барельеф ;искусственный мрамор;белый;;;1,1;;24 × 16 × 4,5 см ;;;;;;;;;;;;;;;;;;;3080;
artificial;Ангел барельеф №3;искусственный мрамор;белый;;;2,1;;19 × 15,5 × 8 см;;;;;;;;;;;;;;;;;;;3920;
artificial;Ангел барельеф №4;искусственный мрамор;белый;;;7;;59 × 28 × 9 см;;;;;;;;;;;;;;;;;;;10920;
artificial;Дева молящаяся барельеф №2;искусственный мрамор;белый;;;12;;73 × 21 × 11 см;;;;;;;;;;;;;;;;;;;16800;
wreaths;Венок Милашка;;;;30 см;;;;;;;;;;;;;;;;;;;;;;440;
wreaths;Венок КМ;;;;90 см;;;;;;;;;;;;;;;;;;;;;;540;
wreaths;Венок Соната;;;;86 см;;;;;;;;;;;;;;;;;;;;;;540;
wreaths;Венок Крош;;;;60 см;;;;;;;;;;;;;;;;;;;;;;540;
wreaths;Венок Слеза №7;;;;90 см;;;;;;;;;;;;;;;;;;;;;;640;
wreaths;Венок Вьюнок;;;;30 см;;;;;;;;;;;;;;;;;;;;;;640;
wreaths;Венок Ирэн;;;;55 см;;;;;;;;;;;;;;;;;;;;;;640;
wreaths;Венок Каскад;;;;85 см;;;;;;;;;;;;;;;;;;;;;;640;
wreaths;Венок Черёмуха;;;;80 см;;;;;;;;;;;;;;;;;;;;;;640;
wreaths;Венок Черепаха малая;;;;90 см;;;;;;;;;;;;;;;;;;;;;;760;
wreaths;Венок Лодка Малая;;;;90 см;;;;;;;;;;;;;;;;;;;;;;760;
wreaths;Венок Слеза №6;;;;80 см;;;;;;;;;;;;;;;;;;;;;;760;
wreaths;Венок В12;;;;90 см;;;;;;;;;;;;;;;;;;;;;;760;
wreaths;Венок В10;;;;95 см;;;;;;;;;;;;;;;;;;;;;;760;
wreaths;Венок Гранат;;;;90 см;;;;;;;;;;;;;;;;;;;;;;760;
wreaths;Венок Снежинка;;;;95 см;;;;;;;;;;;;;;;;;;;;;;810;
wreaths;Венок Лодка Большая;;;;100 см;;;;;;;;;;;;;;;;;;;;;;810;
wreaths;Венок Слоненок;;;;100 см;;;;;;;;;;;;;;;;;;;;;;810;
wreaths;Венок Черепаха средняя;;;;90 см;;;;;;;;;;;;;;;;;;;;;;955;
wreaths;Венок Юрикон Малый;;;;110 см;;;;;;;;;;;;;;;;;;;;;;1155;
wreaths;Венок В6 Кольцо;;;;87 см;;;;;;;;;;;;;;;;;;;;;;1155;
wreaths;Венок В11;;;;104 см;;;;;;;;;;;;;;;;;;;;;;1155;
wreaths;Венок  Дафна ;;;;100 см;;;;;;;;;;;;;;;;;;;;;;1155;
wreaths;Венок Сердечко;;;;60 см;;;;;;;;;;;;;;;;;;;;;;1155;
wreaths;Венок Клён;;;;105 см;;;;;;;;;;;;;;;;;;;;;;1375;
wreaths;Венок Елочка;;;;105 см;;;;;;;;;;;;;;;;;;;;;;1375;
wreaths;Венок Юрикон Большой;;;;115 см;;;;;;;;;;;;;;;;;;;;;;1375;
wreaths;Венок Афелия;;;;100 см;;;;;;;;;;;;;;;;;;;;;;1375;
wreaths;Венок Родион с розами;;;;90 см;;;;;;;;;;;;;;;;;;;;;;1375;
wreaths;Венок Родион с гвоздиками;;;;90 см;;;;;;;;;;;;;;;;;;;;;;1375;
wreaths;Венок Шарик;;;;100 см;;;;;;;;;;;;;;;;;;;;;;1395;
wreaths;Венок Николь;;;;110 см;;;;;;;;;;;;;;;;;;;;;;1595;
wreaths;Венок Поляна роз;;;;115 см;;;;;;;;;;;;;;;;;;;;;;1595;
wreaths;Венок Камелия;;;;110 см;;;;;;;;;;;;;;;;;;;;;;1595;
wreaths;Венок Модена;;;;120 см;;;;;;;;;;;;;;;;;;;;;;1690;
wreaths;Венок Поляна;;;;95 см;;;;;;;;;;;;;;;;;;;;;;1760;
wreaths;Венок Рубин;;;;120 см;;;;;;;;;;;;;;;;;;;;;;1760;
wreaths;Венок Кипарис №4;;;;110 см;;;;;;;;;;;;;;;;;;;;;;1850;
wreaths;Венок Звезда;;;;104 см;;;;;;;;;;;;;;;;;;;;;;1980;
wreaths;Венок Сетка;;;;104 см;;;;;;;;;;;;;;;;;;;;;;1980;
wreaths;Венок Кира;;;;120 см;;;;;;;;;;;;;;;;;;;;;;1980;
wreaths;Надгробница Фиалка;;;;100 см;;;;;;;;;;;;;;;;;;;;;;1990;
wreaths;Венок Икона;;;;95 см;;;;;;;;;;;;;;;;;;;;;;2035;
wreaths;Венок Кольцо Урсула;;;;80 см;;;;;;;;;;;;;;;;;;;;;;2035;
wreaths;Венок Полонез;;;;122 см;;;;;;;;;;;;;;;;;;;;;;2250;
wreaths;Венок Барбарис;;;;122 см;;;;;;;;;;;;;;;;;;;;;;2250;
wreaths;Венок В8 новый;;;;95 см;;;;;;;;;;;;;;;;;;;;;;2310;
wreaths;Венок Диана;;;;130 см;;;;;;;;;;;;;;;;;;;;;;2310;
wreaths;Венок Орех №2;;;;130 см;;;;;;;;;;;;;;;;;;;;;;2310;
wreaths;Венок Кольцо Бланш;;;;100 см;;;;;;;;;;;;;;;;;;;;;;2310;
wreaths;Венок Обелиск;;;;140 см;;;;;;;;;;;;;;;;;;;;;;2325;
wreaths;Венок Кольцо  Нора;;;;76 см;;;;;;;;;;;;;;;;;;;;;;2450;
wreaths;Венок Кипарис №2;;;;140 см;;;;;;;;;;;;;;;;;;;;;;2575;
wreaths;Венок букет роз;;;;125 см;;;;;;;;;;;;;;;;;;;;;;3350;
wreaths;Венок Пегас;;;;130 см;;;;;;;;;;;;;;;;;;;;;;2640;
wreaths;Венок Кольцо Любава;;;;100 см;;;;;;;;;;;;;;;;;;;;;;2790;
wreaths;Венок Кольцо Сирилис;;;;100 см;;;;;;;;;;;;;;;;;;;;;;2950;
wreaths;Венок сердце новое;;;;80 см;;;;;;;;;;;;;;;;;;;;;;2950;
wreaths;Венок Агния;;;;120 см;;;;;;;;;;;;;;;;;;;;;;2950;
wreaths;Венок Флора;;;;120 см;;;;;;;;;;;;;;;;;;;;;;2950;
wreaths;Венок  Жан;;;;140 см;;;;;;;;;;;;;;;;;;;;;;3250;
wreaths;Венок Орех №1;;;;150 см;;;;;;;;;;;;;;;;;;;;;;3300;
wreaths;Венок 9 мая;;;;122 см;;;;;;;;;;;;;;;;;;;;;;3350;
wreaths;Венок Махаон;;;;140 см;;;;;;;;;;;;;;;;;;;;;;3400;
wreaths;Венок Орион;;;;150 см;;;;;;;;;;;;;;;;;;;;;;3750;
wreaths;Венок Адмирал;;;;110 см;;;;;;;;;;;;;;;;;;;;;;3890;
wreaths;Венок Вечная память;;;;135 см;;;;;;;;;;;;;;;;;;;;;;4250;
wreaths;Венок Кольцо Ирис;;;;100 см;;;;;;;;;;;;;;;;;;;;;;4350;
wreaths;Венок Кольцо Злата;;;;100 см;;;;;;;;;;;;;;;;;;;;;;4440;
